Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M,304.1,313.5,1428,39.9,88
L,297.4,308.3,1493,41.2,43
L,300.7,310.6,1447,40.7,82
H,300.2,311.6,1662,28.8,162
M,299.9,309.4,1483,38.1,193
M,298.6,309.4,1464,36.9,179
L,300.0,311.3,1407,47.3,208
L,298.1,307.8,1761,28.2,76
L,298.1,307.6,1498,42.9,171
H,298.8,310.1,1380,44.0,56
L,299.8,309.8,1749,33.4,153
M,299.1,310.0,1580,36.0,195
M,301.9,309.7,1568,37.5,135
L,301.8,310.0,1642,32.6,201
M,302.3,311.2,1405,47.7,88
L,302.2,311.5,1424,45.2,39
M,300.6,310.0,1542,33.9,100
L,299.2,308.5,1515,39.8,141
H,300.7,311.0,1981,19.9,99
M,298.1,307.9,1377,55.1,42
L,299.6,308.9,1613,30.8,80
L,300.3,311.7,1406,47.5,14
L,297.6,309.4,1628,33.4,229
L,301.2,310.6,1811,24.0,84
L,298.8,309.7,1336,50.3,44
L,300.1,309.8,1532,39.8,115
H,300.2,309.7,1483,43.8,108
L,303.4,311.8,1401,53.0,208
M,297.3,308.4,1665,28.9,17
M,302.7,310.8,1555,36.1,35
M,303.5,312.9,1438,42.8,106
L,301.4,310.4,1388,45.3,188
L,299.4,309.2,1569,40.8,73
M,297.5,308.0,2033,16.7,128
L,300.7,310.0,1395,48.0,85
L,299.9,309.8,1477,47.7,112
L,301.2,310.3,1499,38.1,61
M,303.4,312.2,1615,35.7,56
L,296.6,307.4,1631,35.0,168
M,303.1,311.1,1594,35.5,13
L,301.0,311.7,1670,31.3,150
M,301.6,310.8,1548,34.2,143
L,298.4,308.6,1304,45.0,158
M,300.0,311.5,1451,49.0,115
M,302.0,310.6,1535,38.6,34
L,301.6,310.8,1392,42.4,3
L,301.9,309.8,1507,44.7,131
L,302.7,311.1,1440,39.5,146
M,297.4,308.4,1340,52.6,15
H,298.1,309.5,1530,40.2,65
L,299.1,310.5,1471,38.4,146
L,298.6,308.2,1361,68.2,172
L,300.6,310.0,1658,34.7,88
L,297.3,308.7,1467,36.8,216
M,301.3,311.1,1581,30.9,31
M,298.9,310.4,1533,44.4,24
H,300.2,309.9,1906,22.9,165
L,300.6,309.5,1516,39.0,142
M,298.9,309.8,1353,53.7,71
M,300.2,309.6,1528,35.1,44
M,297.6,309.2,1442,48.1,0
L,297.7,307.2,1668,32.7,31
M,304.1,313.5,1470,45.8,85
M,298.5,309.4,1565,33.7,150
L,300.6,311.7,1556,34.9,76
M,303.3,311.8,1489,49.4,64
H,298.8,309.8,1510,44.2,35
L,299.1,308.9,1680,27.2,110
L,302.3,311.8,1281,51.7,61
L,297.5,308.3,1596,36.8,77
L,300.0,309.6,1694,28.7,94
L,300.8,312.5,1517,39.2,107
L,298.8,309.6,1442,50.0,104
H,302.2,311.4,1625,35.4,70
M,299.7,309.2,1685,28.9,179
L,296.6,307.4,1389,42.7,48
L,299.5,309.3,1972,19.3,177
M,300.7,310.6,1572,38.5,50
M,300.3,309.5,1320,62.2,142
L,301.2,310.9,1597,37.9,164
L,298.1,307.5,1493,43.7,153
L,300.9,311.6,1671,33.5,148
L,298.2,307.8,1515,46.7,74
L,297.3,308.3,1550,37.0,54
L,301.3,311.2,1457,44.5,14
L,299.2,310.1,1534,37.7,10
L,298.2,307.6,1369,54.5,82
L,300.6,309.6,1423,49.1,74
M,300.4,309.4,1362,42.1,182
M,298.6,309.6,1635,29.7,9
L,302.4,311.9,1290,70.0,139
L,297.9,307.6,1687,29.1,176
L,300.5,310.0,1413,44.5,152
L,298.3,308.3,1444,43.8,176
H,302.3,311.4,1372,46.0,86
L,299.0,308.8,1310,50.7,112
H,301.2,310.7,1656,26.2,64
M,303.5,312.4,1606,30.1,98
L,298.0,308.5,1664,28.3,196
L,298.9,310.0,1564,33.8,183
L,298.6,309.4,1667,35.6,185
L,302.3,311.7,1465,43.5,117
L,296.8,308.0,1536,40.4,217
M,299.2,309.0,1597,30.3,115
M,300.4,309.6,1614,30.3,161
M,302.7,312.5,1417,51.5,19
M,300.7,310.5,1594,31.0,196
L,303.6,311.9,1473,50.1,84
M,297.2,308.0,1478,42.5,56
L,300.6,311.7,1488,47.7,22
M,300.8,311.1,1583,32.1,116
L,300.5,311.5,1661,35.9,110
H,303.8,312.9,1378,45.6,184
L,300.6,311.9,1463,38.2,41
M,297.3,308.3,1301,39.6,5
M,297.1,308.6,1717,31.3,61
H,299.8,309.5,1420,46.7,136
L,302.1,311.0,1740,30.8,182
L,302.2,311.1,1394,53.7,140
L,301.1,310.5,1532,37.5,119
L,302.2,311.7,1488,44.6,178
L,300.0,309.9,1608,33.4,76
L,296.8,307.9,1448,48.8,31
L,301.7,310.7,2023,20.9,5
L,301.1,310.2,1657,34.1,52
L,303.9,313.2,1481,44.1,197
M,298.5,309.6,1502,39.4,84
M,302.3,310.9,1558,31.9,207
L,296.8,307.6,1434,48.3,138
M,303.7,312.7,1532,42.7,194
M,300.8,309.5,1481,44.5,49
L,303.5,312.9,1504,44.8,111
L,302.2,311.2,1381,49.4,207
L,303.0,312.3,1486,42.4,112
M,300.2,310.3,1593,36.1,36
L,301.0,312.3,1445,36.4,105
L,300.2,310.1,1523,42.3,25
L,301.1,311.1,1450,43.3,168
H,302.3,310.6,1525,48.7,114
L,301.7,311.3,1584,38.8,132
L,298.6,309.2,2035,19.6,40
H,302.6,310.2,1873,21.3,87
L,300.8,311.7,1397,43.5,227
H,303.9,313.1,1790,26.7,17
L,303.6,312.0,1309,52.9,86
M,303.6,311.9,1617,36.0,95
L,302.0,311.2,1420,45.8,192
L,300.7,310.9,1637,37.2,115
H,302.7,310.5,1568,36.9,28
H,300.4,309.3,1396,51.2,54
L,300.5,312.0,1415,44.6,23
M,300.5,311.3,1507,43.4,41
L,302.3,311.2,1297,62.5,109
L,297.1,308.5,1483,46.9,203
L,303.9,313.2,1393,46.5,9
L,301.2,310.7,1517,39.4,107
L,300.0,309.6,1364,45.9,16
M,302.0,310.8,1609,35.2,4
L,300.1,309.6,1760,25.4,55
L,298.6,309.8,1637,34.6,207
H,300.8,310.5,1582,31.1,193
L,301.1,310.9,1282,67.9,10
L,297.6,308.3,1502,43.2,139
M,302.9,311.0,1402,40.7,52
M,297.7,309.6,1596,35.2,173
M,298.0,307.6,1301,58.5,155
L,302.5,310.4,1349,55.1,187
M,300.4,309.6,1521,35.0,119
M,301.8,310.8,1508,38.8,96
H,299.2,310.1,1542,36.1,5
L,300.6,310.6,1454,39.7,67
L,299.6,310.2,1512,44.0,79
L,298.4,309.2,1345,52.7,196
L,297.5,308.4,1723,27.3,67
H,298.9,308.5,1415,54.0,6
M,299.4,309.1,1461,48.6,70
L,298.5,308.0,1404,48.1,32
M,301.1,310.5,1646,30.7,76
L,301.7,310.1,2695,12.6,10
H,297.4,308.7,1323,51.1,130
L,300.3,311.9,1692,31.5,187
L,302.5,310.2,1477,41.6,16
L,301.3,310.6,1451,47.5,42
M,299.6,310.9,1474,39.7,64
H,303.6,312.7,1403,46.2,57
L,302.8,312.2,1481,40.2,230
L,299.6,310.9,1487,42.5,164
H,304.2,313.0,1442,40.9,23
L,302.9,312.2,1340,57.8,90
L,299.6,311.1,1521,37.2,131
H,300.7,311.9,1329,59.2,121
M,300.8,312.4,1465,43.7,139
M,300.2,310.4,1530,35.7,80
M,303.4,311.8,1341,47.0,210
M,299.8,309.3,1663,35.2,208
M,296.3,307.3,1498,41.6,15
M,302.6,310.5,1524,33.7,204
L,300.9,311.5,1505,41.1,129
L,298.5,310.0,1435,42.5,25
L,299.0,310.2,1432,42.2,87
M,303.8,313.2,1710,26.5,190
M,299.9,309.4,1399,54.8,3
L,302.2,311.4,1510,44.9,33
L,301.3,310.4,1507,39.1,194
L,297.8,307.8,1412,48.3,27
L,301.3,310.6,1576,30.4,92
L,299.8,309.4,2256,15.9,201
L,298.5,309.6,1462,45.1,115
L,303.3,311.8,1692,30.6,18
M,300.1,311.4,1524,40.6,98
L,302.6,311.7,1542,34.1,137
L,297.3,308.5,1497,47.5,27
L,303.8,313.1,1422,42.4,152
M,301.7,310.6,1417,45.2,185
L,300.4,309.4,1412,51.6,153
L,300.6,310.5,1644,33.8,148
L,297.8,307.5,1631,29.9,144
H,299.6,309.2,1597,36.3,35
M,301.5,310.7,1347,47.9,29
M,297.3,308.9,1799,24.5,137
M,297.2,308.5,1425,45.8,109
L,297.7,307.2,1668,37.8,5
L,300.7,310.5,1536,47.4,192
M,299.7,311.0,1435,50.1,168
M,298.1,308.8,2206,16.3,195
L,297.6,309.5,2001,20.5,220
M,303.5,312.7,1420,49.1,42
L,297.9,309.1,1507,36.9,13
M,299.0,309.8,2240,15.9,144
L,302.4,311.6,1622,35.0,68
H,300.4,311.4,1445,52.4,105
M,298.0,307.6,1844,23.8,44
M,303.7,312.4,1540,37.4,146
H,298.2,309.0,1371,55.7,23
L,297.3,308.8,1554,36.1,70
L,299.2,310.4,1570,37.3,37
L,302.9,311.1,1555,33.9,96
M,298.6,309.6,1525,42.4,2
L,300.2,310.1,1649,30.5,43
L,301.0,310.6,1493,37.8,206
L,302.7,310.5,1263,67.8,197
L,302.3,311.0,1329,51.5,154
L,300.0,310.1,1762,28.0,202
L,303.0,311.2,1511,45.7,184
L,301.7,310.2,1471,51.1,8
L,297.0,307.7,1502,39.4,126
L,302.7,310.6,1690,26.7,4
L,299.6,309.1,1407,50.6,85
L,300.6,310.2,1489,47.8,21
L,302.3,310.9,1403,47.2,173
M,298.6,309.7,1675,28.4,115
M,299.3,308.8,1442,49.0,165
M,304.1,313.3,1480,38.4,72
L,297.8,307.5,1581,33.1,116
L,300.4,310.5,1818,25.1,14
M,296.6,307.4,1544,42.3,170
L,304.1,313.3,1415,50.0,184
H,300.2,310.4,1501,42.9,212
M,300.1,309.2,1732,33.7,218
L,300.9,311.0,2235,15.8,156
L,297.6,308.4,1353,57.5,88
L,297.7,307.1,1715,30.2,0
M,297.6,308.6,1482,38.3,39
L,298.3,309.1,1437,38.0,93
L,300.7,310.7,1442,43.2,49
M,300.4,309.8,1725,30.4,195
H,301.3,310.1,1455,44.1,188
L,299.4,310.4,1582,31.7,181
L,300.7,311.7,1395,43.7,215
M,297.3,308.7,1451,43.8,24
L,297.4,308.4,1571,39.4,0
M,298.5,309.2,1721,29.4,170
L,297.6,308.4,1517,34.2,66
H,300.9,311.0,1853,23.6,122
L,300.9,310.7,1658,28.5,18
H,302.5,310.9,1356,55.5,101
M,298.1,309.6,1549,38.7,43
L,301.5,310.6,1394,46.5,206
L,300.3,309.4,1705,29.4,190
M,302.8,311.0,1507,33.4,82
L,299.2,308.8,1542,39.2,179
M,303.4,312.7,1357,55.3,31
L,301.2,310.6,1670,30.0,40
L,297.8,308.9,1518,40.4,2
M,297.5,308.6,1429,50.5,129
L,298.9,310.1,1587,30.2,162
M,297.2,308.1,1340,61.3,207
M,298.4,308.2,1499,40.0,211
H,303.3,311.8,1806,27.7,44
M,295.6,306.1,1490,42.7,171
M,298.6,309.1,1487,43.2,206
L,302.4,311.1,1652,33.9,139
M,300.1,311.4,1913,21.9,15
M,298.8,308.8,1497,46.8,72
M,300.2,309.5,1500,45.7,89
L,300.6,309.8,1629,37.6,162
L,300.5,311.9,1710,28.4,158
M,300.9,310.7,1452,47.3,25
M,300.7,309.7,1397,51.3,155
L,300.1,311.3,1676,30.3,151
L,298.3,308.5,1539,36.1,168
L,297.2,307.9,1469,48.2,144
L,298.9,308.9,1453,40.8,11
L,298.0,309.6,1536,37.3,120
L,299.8,309.3,1299,65.1,212
M,299.8,309.2,1372,58.2,65
L,297.6,308.3,1478,42.3,193
L,296.6,307.6,1498,41.1,80
L,300.0,311.4,1383,49.6,101
L,300.6,309.4,1468,44.1,76
M,304.0,312.7,1456,51.2,160
H,296.4,307.4,1586,35.5,0
L,298.6,309.6,1387,57.6,50
L,300.2,311.4,1891,22.6,86
H,303.1,311.3,1494,42.7,221
H,303.8,312.5,1748,25.1,175
L,298.4,308.0,1508,47.9,25
L,297.4,308.4,1580,41.2,66
M,302.2,310.8,1408,46.8,49
L,298.9,310.2,1706,27.6,103
M,299.0,308.7,1620,35.4,199
H,296.6,307.7,1386,62.3,100
L,297.8,308.5,1561,46.3,194
M,301.0,311.0,1423,38.6,199
L,300.5,309.8,1367,54.0,129
M,297.3,308.6,1471,50.7,157
M,303.7,312.0,1402,48.6,76
L,303.9,313.2,1499,37.4,7
M,297.6,307.2,1470,42.6,44
L,298.1,307.7,1664,27.6,145
M,297.8,307.4,1902,24.3,129
L,302.6,311.0,2001,20.7,137
L,297.8,309.0,1403,64.2,0
L,302.7,310.5,1446,40.9,211
L,298.5,309.2,1983,20.2,114
L,297.7,309.1,1477,38.3,60
M,304.2,313.4,1713,23.5,50
L,297.1,308.3,1773,23.8,169
M,298.7,309.5,1500,38.8,116
L,302.2,311.0,1555,34.2,185
L,302.6,312.1,1439,52.3,35
L,298.4,309.6,1477,35.6,101
L,301.4,310.3,1374,47.6,176
M,300.8,309.7,1680,28.2,189
L,303.9,313.0,1759,28.4,74
L,297.4,308.4,1573,34.5,205
M,299.7,309.6,1313,60.0,186
M,300.2,309.4,1433,48.8,191
L,299.5,309.3,1422,49.2,179
L,296.7,307.8,1505,39.4,236
M,302.6,312.2,1353,56.5,168
M,300.1,311.3,1518,40.2,130
M,297.4,308.6,1528,29.1,163
L,298.0,307.8,1839,22.7,79
L,298.2,308.9,1709,28.1,81
L,302.7,312.1,1601,35.2,31
L,301.3,310.3,1313,55.6,127
M,297.9,307.9,1540,39.8,38
L,300.8,310.7,1461,42.8,173
M,300.6,309.4,1541,35.2,105
H,298.9,309.6,1546,35.3,190
M,299.5,309.3,1902,24.0,151
L,302.2,311.5,1482,45.6,87
L,297.5,308.6,1546,33.8,139
M,301.6,310.6,1924,23.6,181
L,299.2,308.9,1368,47.2,175
L,300.4,311.3,1608,35.1,114
M,300.4,311.7,1511,33.0,200
M,300.7,309.8,1490,38.8,173
L,297.5,308.8,1530,37.8,157
M,298.7,309.2,1437,45.7,195
L,302.3,311.8,1605,35.2,152
L,298.9,310.1,1473,42.6,164
M,298.3,309.1,1488,40.6,176
L,299.8,309.7,1431,40.3,101
L,297.5,308.5,1722,30.4,178
L,302.2,311.5,1543,38.5,37
L,296.6,307.4,1465,47.8,187
M,298.9,308.7,1772,28.4,177
L,300.0,310.0,1486,41.8,69
L,299.7,309.0,1605,33.0,151
M,300.8,309.7,1258,54.9,168
M,297.6,308.4,1507,46.0,51
L,297.5,309.3,1623,33.4,74
L,300.2,311.4,1331,49.8,143
L,301.7,311.0,1546,43.0,23
H,297.4,308.5,1469,45.1,63
L,302.3,311.0,1657,31.1,3
L,298.1,309.9,1563,32.8,51
H,303.5,312.3,1386,49.0,35
L,297.2,308.1,1474,44.3,152
L,301.8,310.2,1457,40.4,213
L,300.4,311.1,2013,20.1,195
L,300.0,311.5,1666,32.0,128
M,298.2,308.0,1591,33.7,32
L,301.1,311.6,1488,43.4,5
M,300.7,311.3,1487,39.8,50
H,303.8,312.5,1525,38.0,209
M,295.8,306.3,1235,76.2,89
L,300.7,311.9,1462,39.7,181
L,302.6,310.6,1549,37.5,199
M,297.9,308.8,1469,49.0,51
M,300.4,310.5,1540,33.4,32
L,296.9,308.4,1390,41.8,184
L,303.5,312.8,1524,39.4,96
L,297.4,308.7,1433,43.4,116
L,298.4,307.9,2381,14.2,164
M,301.5,310.5,1503,38.2,200
L,302.3,311.4,1476,37.3,20
M,299.3,309.3,1523,37.9,204
M,303.5,313.0,1902,21.6,60
M,303.4,312.7,1576,49.9,28
H,300.6,311.5,1282,60.2,24
M,301.5,310.5,1412,44.1,184
L,300.6,310.1,1495,42.3,132
M,298.8,308.6,1486,41.9,92
M,296.9,307.8,1544,40.3,150
M,303.6,312.5,1459,48.2,17
M,298.6,309.5,1684,27.8,44
L,296.9,307.9,1535,39.2,133
L,301.7,311.1,1399,55.1,156
L,300.1,311.5,1334,54.0,26
L,299.0,310.0,1484,39.6,212
L,300.5,309.3,1417,51.5,231
H,300.4,309.9,2563,12.8,81
L,300.8,311.2,1492,39.0,109
M,301.1,310.7,1367,43.4,111
L,299.3,310.8,1483,43.5,15
H,301.1,310.6,1388,58.5,68
L,298.5,310.2,1676,32.7,18
L,300.5,309.8,1421,49.6,211
L,300.6,310.2,1519,44.6,69
L,298.6,309.8,1704,28.3,64
L,301.3,310.4,1459,44.7,92
L,297.5,308.5,1546,40.4,129
L,300.3,311.7,1989,22.3,121
M,300.8,309.9,1444,46.0,180
M,304.2,313.6,1512,33.4,146
M,298.8,310.3,1528,37.1,99
M,300.6,309.6,1588,37.0,50
L,300.1,309.1,1400,46.7,77
L,298.4,309.2,1425,45.5,11
H,300.9,311.2,1518,35.0,90
M,300.9,310.8,1402,48.1,22
M,301.2,310.0,1445,45.6,18
L,301.5,310.9,1400,50.8,2
L,297.5,308.4,1633,33.3,213
M,298.6,310.2,1328,50.5,12
L,302.6,311.5,1885,27.5,147
H,300.9,310.6,1686,27.7,176
L,301.1,309.6,1502,48.9,160
L,300.5,310.3,1435,43.3,31
L,300.9,312.4,1364,52.5,125
M,298.9,308.4,1827,26.1,5
H,298.3,309.5,1427,54.3,89
H,297.6,308.7,1659,32.1,49
M,302.3,311.4,1500,40.2,30
L,300.7,310.5,1561,33.2,48
L,298.0,307.8,1716,26.6,9
L,300.2,309.8,1401,49.3,163
H,298.9,309.6,1600,33.5,175
M,299.6,309.1,1366,55.2,95
H,298.1,307.7,1376,56.2,113
H,301.7,310.2,1620,30.8,42
L,296.4,307.4,1403,48.4,70
L,299.4,310.5,1372,46.3,173
L,298.9,310.1,1442,48.0,181
L,299.2,308.5,1387,51.1,98
M,300.2,309.5,1458,46.9,23
L,299.6,309.2,1559,39.1,110
M,298.1,308.8,1433,48.2,62
L,301.9,310.9,1542,36.7,101
L,300.5,310.6,1540,46.7,206
L,300.1,310.5,1494,44.2,117
L,300.0,310.4,1333,49.1,131
L,299.7,309.6,1399,51.3,144
M,299.2,310.6,1443,50.9,85
M,297.2,308.7,1398,38.1,88
H,302.6,311.5,1629,34.4,228
M,297.6,308.6,1390,53.4,175
L,302.4,311.0,1573,36.5,193
M,301.5,310.7,1336,65.6,0
L,300.1,311.4,1356,45.7,149
M,297.9,307.6,1609,30.3,64
L,297.6,308.7,1476,39.0,44
L,302.8,312.4,1376,57.1,8
L,302.0,310.4,1450,46.6,165
L,298.1,310.0,1553,40.9,49
L,301.9,310.9,1309,48.0,124
L,302.2,310.8,1383,46.9,45
L,299.9,309.3,1620,31.1,196
L,302.6,311.0,1620,36.2,139
L,299.2,308.6,1381,50.0,193
L,301.0,312.2,1602,35.9,67
L,298.1,309.0,1787,27.6,47
L,297.7,308.5,1453,45.5,86
L,298.9,310.6,1406,43.8,12
M,297.6,308.7,1408,51.5,4
M,299.1,308.6,2329,14.6,95
L,298.9,309.9,1309,56.2,119
L,298.1,308.0,1626,36.5,83
L,296.3,307.3,1439,41.5,208
H,300.6,309.5,1495,36.5,79
L,301.9,310.8,1400,58.2,79
L,300.7,311.0,1596,36.9,174
L,298.4,308.2,1604,34.9,11
M,301.2,311.0,1424,41.4,131
L,300.4,309.5,1447,39.3,110
L,297.2,308.1,1446,38.5,164
M,303.8,312.5,1366,45.1,143
L,297.7,308.8,1896,24.5,186
H,300.7,310.8,1518,40.1,142
L,301.3,310.5,1406,47.1,83
L,300.3,310.0,1560,40.8,182
H,298.9,310.1,1324,54.6,185
M,299.5,310.7,1423,56.5,7
L,299.5,310.9,1496,38.5,162
M,304.2,313.1,1608,31.1,20
L,298.4,308.9,1391,48.4,100
M,303.9,313.2,1624,39.8,107
L,301.8,310.7,1523,43.3,60
M,298.4,308.6,1527,40.9,96
H,300.2,311.6,1496,41.1,60
M,300.8,311.4,1732,26.9,45
L,300.5,309.3,1574,33.5,101
H,300.0,309.4,1498,38.5,37
L,299.1,308.3,1431,52.3,38
H,300.6,309.8,1913,22.5,157
L,297.5,308.7,1429,44.3,201
L,298.2,307.9,1429,49.4,141
L,301.9,311.0,1289,54.9,128
L,302.1,311.3,1415,44.1,43
L,302.2,310.9,1531,37.5,60
L,300.3,311.9,1609,34.0,177
L,299.3,308.6,1605,37.0,78
L,295.9,306.6,1678,26.7,53
M,298.7,309.8,1475,40.5,59
M,300.9,312.0,1375,56.1,182
H,298.4,307.9,1605,31.0,18
H,301.4,309.9,1460,47.2,22
L,301.4,310.4,1737,31.9,96
L,301.0,311.4,1573,37.6,103
M,302.6,311.0,1542,39.7,141
L,303.5,312.4,1284,70.6,94
L,297.5,308.5,1712,26.8,136
L,299.2,308.4,1445,43.5,224
L,300.4,309.5,1525,51.3,4
L,302.6,312.3,1647,31.8,52
L,297.9,308.9,1393,40.6,45
L,300.9,310.8,1571,39.9,51
L,301.8,311.0,1771,27.2,162
H,300.5,309.8,1324,72.8,159
M,297.4,308.4,1478,46.2,95
M,298.6,308.3,1589,34.1,174
L,298.9,310.0,2231,17.4,151
M,301.9,310.6,1475,47.8,179
L,299.0,310.4,1365,49.1,226
L,297.7,308.7,1474,46.8,188
M,301.0,310.9,1510,44.5,66
M,300.3,311.8,1607,33.7,199
M,299.9,309.2,1574,36.5,177
M,302.4,311.9,1422,46.4,194
L,297.4,308.3,1801,26.9,11
L,302.2,311.5,1548,32.4,81
L,303.5,311.6,1465,48.7,60
L,300.2,309.7,1275,60.7,15
L,302.5,312.0,1574,42.0,188
L,300.3,311.8,1551,37.2,9
M,302.7,311.8,1728,30.0,12
M,297.4,309.3,1775,25.8,91
L,297.2,307.9,1989,20.3,186
L,300.9,310.7,1479,43.3,201
H,301.6,310.5,1602,32.3,2
M,298.6,310.0,1681,35.5,44
M,300.2,309.4,1456,48.8,205
L,300.4,311.5,1492,44.6,149
L,299.3,309.2,1465,41.5,127
M,298.1,308.9,1353,46.2,173
L,297.8,307.8,1597,38.2,11
M,301.4,310.8,1782,26.5,6
L,298.9,308.6,1400,49.5,79
M,301.4,311.2,1476,36.5,25
L,301.8,309.7,1442,45.3,233
L,299.0,310.3,1577,40.0,181
L,300.0,311.5,1601,36.9,35
L,297.4,308.5,2100,16.9,176
L,299.6,309.2,1540,36.7,221
M,301.0,309.6,1397,48.0,135
M,298.3,309.6,1681,27.1,194
M,297.5,308.0,1429,45.8,148
L,301.8,310.9,1449,36.5,33
H,297.6,309.0,1885,25.2,24
M,297.1,308.5,1621,32.4,194
M,298.8,309.1,1472,47.5,125
L,302.0,310.8,1447,42.7,229
H,300.5,309.4,1642,36.2,103
L,300.0,311.2,1504,37.9,58
L,301.5,310.5,1380,48.7,160
L,298.9,308.3,1576,36.6,7
L,297.5,308.9,1738,24.0,195
H,299.2,308.8,1440,39.1,188
L,297.7,308.5,1373,56.7,203
L,300.4,311.7,1444,51.2,174
L,299.2,308.4,1465,35.0,201
L,304.2,313.4,1735,28.9,192
H,298.9,308.6,1623,31.0,180
L,302.3,312.0,1746,28.1,167
M,298.5,309.7,1557,37.7,86
H,302.4,311.5,1540,43.7,81
L,298.8,308.8,1991,20.7,59
L,299.5,309.4,1602,31.5,193
L,297.6,309.1,1503,38.9,157
L,299.0,309.4,1798,25.5,89
M,300.8,310.7,1572,36.2,167
M,301.8,310.6,1459,40.2,128
L,299.3,309.1,1470,41.1,118
L,297.4,308.3,1704,27.3,65
L,299.4,309.2,1556,35.7,75
L,300.2,311.6,1372,49.2,195
L,297.5,308.6,1437,43.3,34
M,303.0,312.8,1648,32.1,104
M,298.3,309.1,1296,58.7,201
L,297.4,308.4,1371,57.4,52
L,303.6,312.6,1606,33.6,184
M,295.8,306.4,1335,51.7,69
L,303.6,312.4,1363,53.1,7
M,301.3,310.8,1418,45.4,59
L,298.1,308.7,1691,30.3,49
L,299.8,311.1,1588,38.0,183
L,297.3,308.2,1754,29.4,123
L,300.9,310.9,1370,52.5,107
M,299.4,308.7,1289,60.5,104
L,300.8,311.0,1578,44.4,86
L,300.8,310.8,1564,36.2,31
L,300.6,310.6,1508,34.8,62
L,298.1,308.2,1485,40.7,57
M,301.9,309.7,1533,35.9,204
L,298.9,308.6,1539,45.4,4
L,299.9,311.0,1747,27.6,177
M,298.1,308.8,1811,25.4,147
H,298.2,308.8,1436,51.9,153
L,297.9,307.7,1517,44.4,67
H,299.3,309.0,1732,29.7,141
H,299.2,309.1,1410,47.1,9
L,297.4,308.8,1529,41.3,165
L,302.3,310.8,1511,48.1,24
M,298.8,310.2,1595,33.1,34
L,299.7,309.5,1352,49.7,184
L,298.4,309.2,1335,53.5,168
L,303.7,313.0,1753,29.0,42
M,300.0,309.5,1879,22.4,79
L,298.0,308.0,1524,37.0,49
M,299.0,309.4,1561,37.3,70
M,303.0,311.2,1592,38.9,188
M,298.7,309.7,1868,23.8,118
M,299.1,310.1,1570,30.9,226
L,299.7,310.6,1479,38.0,137
L,298.7,309.8,1469,38.4,62
M,300.8,310.6,1545,37.5,155
M,295.7,306.3,1712,28.5,43
M,298.8,309.6,1384,48.2,39
L,299.1,310.3,1472,46.6,157
M,298.3,308.8,1349,52.1,104
L,298.8,309.1,1512,40.7,156
L,297.4,308.6,1494,42.6,161
L,300.6,309.5,1437,40.0,55
M,301.2,310.9,1424,45.2,68
H,300.6,310.5,1454,51.2,58
L,298.7,309.9,1483,32.8,142
L,301.0,311.6,1352,63.5,143
L,297.5,308.6,1671,29.4,136
M,301.9,309.6,1439,41.7,201
M,296.9,307.4,1521,37.9,27
L,303.7,312.8,1523,40.7,59
M,299.7,308.9,1551,35.4,82
L,298.2,308.3,2216,16.8,139
L,301.9,311.0,2691,12.1,31
L,300.2,311.6,1827,27.0,22
M,301.8,310.7,1309,43.3,68
L,296.8,307.8,1394,47.7,155
M,302.3,311.7,1504,37.3,107
M,300.4,309.7,1539,37.7,156
H,299.0,310.5,1336,56.8,136
M,300.6,309.4,1312,45.2,73
L,301.6,310.6,1613,42.5,97
L,297.0,308.1,1489,44.1,96
H,302.2,310.8,1397,47.6,11
L,297.1,308.3,1403,54.1,179
M,299.0,310.2,1298,57.2,10
M,300.4,309.8,1517,40.3,149
L,299.6,309.0,1378,51.9,162
M,298.3,308.4,1486,44.2,196
M,303.0,311.1,1490,43.0,108
M,297.6,308.4,1391,51.9,218
H,297.2,308.1,1770,27.2,140
M,300.7,310.6,2006,19.1,102
M,300.4,311.7,1555,38.7,5
M,298.5,309.3,1465,42.4,173
H,298.6,309.1,1423,44.3,29
H,297.1,308.4,1359,46.6,176
M,302.7,312.2,1585,35.5,167
M,296.7,307.8,1286,60.5,0
L,298.3,309.4,1618,31.5,108
H,298.0,309.1,1557,36.4,65
M,300.9,310.6,1709,29.2,158
L,303.7,312.5,1641,36.0,125
M,300.5,309.4,2179,16.3,59
L,303.5,313.0,1322,59.5,71
L,300.7,309.5,1592,29.0,17
L,298.5,309.6,1585,32.2,89
M,297.7,308.3,1547,36.8,74
M,299.8,309.1,1355,56.7,7
H,298.3,309.3,1529,41.7,5
M,303.4,311.8,1515,42.6,204
M,298.1,307.9,1446,42.8,121
L,297.8,307.7,1393,38.0,29
M,298.2,309.1,1651,28.8,186
L,298.9,310.0,1719,27.3,58
M,303.5,312.4,1606,31.7,22
H,304.1,313.3,1689,32.5,134
H,298.3,309.5,1521,37.1,84
L,300.2,309.5,1539,35.3,80
M,301.0,309.7,1288,58.4,162
L,303.7,313.0,1457,44.1,40
L,300.9,310.8,1729,30.2,53
M,302.4,311.3,1312,61.5,85
M,300.8,310.4,1518,36.0,59
M,301.0,311.0,1508,46.9,113
M,298.8,308.7,1446,45.5,49
H,302.2,310.7,1413,48.9,114
L,302.8,312.4,1590,34.4,64
L,299.5,309.2,1690,29.2,108
M,298.2,309.1,1457,49.0,77
L,296.7,307.7,1927,23.9,112
